date,open,high,low,close,volume
2024-11-23 00:00:00,3327.83,3364.83,3317.25,3342.17,10599.02467
2024-11-23 01:00:00,3342.0,3357.6,3322.03,3343.55,8675.131178
2024-11-23 02:00:00,3343.55,3347.95,3313.0,3326.16,6350.991819
2024-11-23 03:00:00,3326.2,3345.86,3320.26,3345.85,4286.660231
2024-11-23 04:00:00,3345.86,3356.0,3327.01,3354.41,10957.207887
2024-11-23 05:00:00,3354.39,3362.0,3329.57,3348.79,5629.139918
2024-11-23 06:00:00,3348.47,3352.0,3341.68,3343.57,2528.223008
2024-11-23 07:00:00,3343.57,3351.92,3335.0,3341.23,3916.369714
2024-11-23 08:00:00,3341.33,3403.51,3336.11,3369.2,16306.408706
2024-11-23 09:00:00,3368.81,3373.78,3342.3,3360.22,6002.609505
2024-11-23 10:00:00,3360.03,3367.6,3343.0,3348.2,4298.880718
2024-11-23 11:00:00,3348.21,3364.08,3347.2,3354.21,3222.918295
2024-11-23 12:00:00,3354.4,3427.94,3349.39,3398.79,18664.060665
2024-11-23 13:00:00,3399.12,3444.99,3390.37,3435.0,13428.711654
2024-11-23 14:00:00,3435.1,3500.0,3427.06,3471.98,28082.682101
2024-11-23 15:00:00,3471.8,3480.8,3445.8,3460.47,13756.441562
2024-11-23 16:00:00,3460.75,3470.9,3379.06,3413.24,23256.830802
2024-11-23 17:00:00,3413.33,3435.2,3390.0,3424.43,11833.044913
2024-11-23 18:00:00,3424.59,3431.06,3402.29,3423.79,3512.199491
2024-11-23 19:00:00,3423.95,3432.61,3400.36,3407.84,2262.800424
2024-11-23 20:00:00,3407.49,3408.79,3378.98,3405.38,4674.307311
2024-11-23 21:00:00,3405.38,3428.11,3401.92,3417.51,3409.256082
2024-11-23 22:00:00,3417.52,3423.79,3393.17,3406.0,2452.934858
2024-11-23 23:00:00,3406.01,3407.05,3381.83,3394.16,3484.661289
2024-11-24 00:00:00,3394.17,3425.63,3388.89,3417.6,4689.756184
2024-11-24 01:00:00,3417.64,3436.6,3415.21,3432.91,4387.187533
2024-11-24 02:00:00,3433.31,3449.36,3428.55,3429.92,3062.597959
2024-11-24 03:00:00,3429.92,3432.58,3418.12,3427.16,2720.582151
2024-11-24 04:00:00,3427.16,3432.37,3400.0,3413.67,3662.24223
2024-11-24 05:00:00,3413.79,3421.41,3398.0,3413.24,2785.759059
2024-11-24 06:00:00,3413.25,3429.97,3401.06,3423.1,2414.0567
2024-11-24 07:00:00,3423.11,3427.38,3409.63,3422.5,1924.336953
2024-11-24 08:00:00,3422.5,3428.43,3389.0,3394.29,3788.166975
2024-11-24 09:00:00,3394.39,3405.79,3387.08,3402.77,3019.254159
2024-11-24 10:00:00,3402.76,3403.77,3360.0,3374.59,6737.736265
2024-11-24 11:00:00,3374.6,3379.49,3339.54,3344.05,10463.044855
2024-11-24 12:00:00,3343.75,3357.51,3281.53,3315.0,15577.07967
2024-11-24 13:00:00,3314.94,3340.44,3305.01,3324.87,7373.087565
2024-11-24 14:00:00,3324.99,3332.77,3284.27,3326.33,9011.969694
2024-11-24 15:00:00,3326.08,3327.99,3292.2,3294.33,6468.374638
2024-11-24 16:00:00,3294.33,3331.99,3286.64,3318.41,6722.666995
2024-11-24 17:00:00,3318.26,3319.82,3298.01,3309.91,4459.708226
2024-11-24 18:00:00,3309.61,3334.17,3307.02,3326.64,3354.328078
2024-11-24 19:00:00,3326.62,3329.12,3310.22,3326.23,2676.646814
2024-11-24 20:00:00,3326.11,3343.71,3321.13,3341.48,3508.673974
2024-11-24 21:00:00,3341.41,3346.54,3331.56,3345.11,1991.930014
2024-11-24 22:00:00,3345.01,3363.24,3337.4,3359.16,3368.824546
2024-11-24 23:00:00,3359.4,3372.49,3351.01,3361.2,6253.593572
2024-11-25 00:00:00,3361.02,3365.58,3335.19,3348.63,5294.822101
2024-11-25 01:00:00,3348.52,3353.59,3300.18,3328.26,6890.655053
2024-11-25 02:00:00,3328.23,3350.0,3327.62,3338.07,2720.991439
2024-11-25 03:00:00,3338.01,3370.0,3338.01,3362.08,2448.131558
2024-11-25 04:00:00,3362.31,3387.46,3361.03,3365.79,4690.529663
2024-11-25 05:00:00,3365.99,3391.72,3365.38,3382.16,4859.865752
2024-11-25 06:00:00,3382.01,3390.38,3374.95,3380.79,3409.137626
2024-11-25 07:00:00,3380.78,3420.0,3369.22,3399.42,10349.458806
2024-11-25 08:00:00,3399.22,3414.44,3396.47,3412.27,4888.783064
2024-11-25 09:00:00,3412.26,3483.8,3409.6,3476.68,17169.955847
2024-11-25 10:00:00,3476.68,3526.0,3460.32,3500.59,21191.539517
2024-11-25 11:00:00,3500.6,3507.29,3453.27,3471.62,12655.289544
2024-11-25 12:00:00,3471.61,3499.89,3469.67,3481.8,9451.715105
2024-11-25 13:00:00,3481.77,3495.41,3448.52,3476.31,15220.651885
2024-11-25 14:00:00,3476.4,3521.08,3405.01,3408.13,33342.224267
2024-11-25 15:00:00,3408.13,3537.6,3348.09,3518.0,44687.490929
2024-11-25 16:00:00,3517.99,3546.77,3460.0,3483.67,31407.268662
2024-11-25 17:00:00,3483.62,3485.71,3423.62,3462.01,13322.784558
2024-11-25 18:00:00,3462.24,3481.61,3438.01,3448.21,5975.92284
2024-11-25 19:00:00,3447.98,3484.72,3430.01,3464.01,5429.813213
2024-11-25 20:00:00,3464.01,3503.24,3456.66,3501.79,9105.067303
2024-11-25 21:00:00,3502.2,3505.26,3415.75,3439.38,8122.890154
2024-11-25 22:00:00,3438.53,3454.89,3364.1,3451.54,14859.263098
2024-11-25 23:00:00,3451.2,3471.72,3409.39,3415.0,8720.575298
2024-11-26 00:00:00,3414.49,3451.52,3396.14,3425.64,12390.02459
2024-11-26 01:00:00,3425.81,3462.37,3423.0,3448.16,4977.490661
2024-11-26 02:00:00,3448.15,3456.0,3437.14,3445.01,3340.119141
2024-11-26 03:00:00,3444.6,3447.56,3421.05,3434.18,4945.062909
2024-11-26 04:00:00,3434.19,3438.7,3415.09,3420.36,3390.05057
2024-11-26 05:00:00,3420.37,3432.96,3410.02,3431.91,4511.88101
2024-11-26 06:00:00,3432.01,3443.22,3417.0,3423.75,4098.174557
2024-11-26 07:00:00,3423.46,3424.0,3382.4,3394.68,8586.109285
2024-11-26 08:00:00,3394.68,3397.39,3351.41,3373.33,13763.854037
2024-11-26 09:00:00,3373.21,3390.93,3343.51,3357.32,11120.620948
2024-11-26 10:00:00,3357.01,3368.38,3314.21,3318.22,12511.16975
2024-11-26 11:00:00,3317.61,3331.36,3280.27,3323.99,16855.075851
2024-11-26 12:00:00,3323.19,3339.98,3299.63,3311.9,8050.685382
2024-11-26 13:00:00,3311.89,3335.64,3302.03,3311.61,4690.495734
2024-11-26 14:00:00,3311.62,3362.26,3290.26,3346.0,10761.323665
2024-11-26 15:00:00,3346.19,3354.38,3296.48,3296.61,8717.28378
2024-11-26 16:00:00,3296.61,3338.39,3291.78,3335.5,6170.393927
2024-11-26 17:00:00,3335.55,3336.49,3308.48,3327.06,2924.686711
2024-11-26 18:00:00,3327.07,3332.14,3252.59,3282.41,11103.99309
2024-11-26 19:00:00,3282.59,3301.33,3264.47,3300.58,5757.176631
2024-11-26 20:00:00,3300.49,3333.88,3288.56,3324.53,7913.86434
2024-11-26 21:00:00,3324.2,3332.2,3303.23,3323.75,3641.584871
2024-11-26 22:00:00,3324.19,3344.58,3319.93,3325.57,2976.692189
2024-11-26 23:00:00,3325.79,3333.99,3315.99,3325.13,1697.912757
2024-11-27 00:00:00,3325.14,3345.95,3305.31,3309.0,6376.597257
2024-11-27 01:00:00,3309.01,3346.55,3302.13,3341.87,6171.021901
2024-11-27 02:00:00,3341.87,3366.16,3318.39,3364.76,5640.55037
2024-11-27 03:00:00,3364.37,3372.02,3350.2,3360.52,3604.022246
2024-11-27 04:00:00,3360.51,3435.0,3358.85,3400.63,14071.844608
2024-11-27 05:00:00,3400.72,3414.05,3385.0,3399.46,4685.17707
2024-11-27 06:00:00,3399.46,3445.86,3398.41,3426.78,7385.358241
2024-11-27 07:00:00,3426.79,3437.38,3419.57,3423.59,3560.141837
2024-11-27 08:00:00,3423.58,3438.17,3412.56,3422.01,4256.102548
2024-11-27 09:00:00,3422.02,3423.64,3402.51,3412.62,4431.324895
2024-11-27 10:00:00,3412.32,3484.95,3411.31,3455.45,9691.27188
2024-11-27 11:00:00,3455.55,3466.74,3435.0,3460.41,5493.730545
2024-11-27 12:00:00,3460.4,3484.09,3441.5,3477.81,7299.44283
2024-11-27 13:00:00,3477.81,3505.72,3471.96,3505.61,11989.248417
2024-11-27 14:00:00,3505.41,3528.74,3468.4,3520.4,20231.123647
2024-11-27 15:00:00,3520.27,3573.07,3517.25,3552.2,18776.582435
2024-11-27 16:00:00,3552.21,3574.83,3539.11,3557.9,15102.355062
2024-11-27 17:00:00,3557.54,3570.6,3534.28,3560.6,7549.933084
2024-11-27 18:00:00,3560.59,3594.0,3553.57,3586.03,9775.648239
2024-11-27 19:00:00,3586.03,3612.0,3573.4,3589.95,11064.909512
2024-11-27 20:00:00,3589.84,3630.0,3588.06,3624.03,11132.434139
2024-11-27 21:00:00,3624.74,3646.3,3611.45,3632.79,9189.676622
2024-11-27 22:00:00,3632.79,3676.31,3632.62,3665.78,10564.509556
2024-11-27 23:00:00,3665.77,3685.31,3651.26,3653.43,11475.698816
2024-11-28 00:00:00,3653.21,3662.0,3634.24,3642.34,13380.62242
2024-11-28 01:00:00,3642.34,3646.8,3617.17,3638.99,6600.526417
2024-11-28 02:00:00,3639.13,3644.25,3616.88,3622.0,6235.194774
2024-11-28 03:00:00,3622.0,3628.28,3564.7,3598.88,10548.960555
2024-11-28 04:00:00,3599.4,3614.15,3580.72,3604.39,6271.49059
2024-11-28 05:00:00,3604.46,3618.88,3584.73,3589.15,3564.198587
2024-11-28 06:00:00,3589.21,3603.9,3566.67,3595.0,6307.06531
2024-11-28 07:00:00,3595.01,3611.98,3584.2,3592.57,4125.684481
2024-11-28 08:00:00,3592.63,3638.6,3574.76,3629.21,7327.587579
2024-11-28 09:00:00,3629.38,3631.56,3598.01,3598.14,3406.778461
2024-11-28 10:00:00,3598.14,3623.32,3577.21,3603.06,6339.183623
2024-11-28 11:00:00,3603.34,3636.63,3590.03,3620.78,4291.935651
2024-11-28 12:00:00,3620.2,3641.78,3607.18,3622.51,6326.722015
2024-11-28 13:00:00,3622.66,3623.38,3583.0,3589.0,8430.212984
2024-11-28 14:00:00,3588.81,3608.3,3548.8,3567.6,15965.837189
2024-11-28 15:00:00,3567.8,3576.65,3537.11,3541.98,11620.449998
2024-11-28 16:00:00,3542.07,3559.79,3530.11,3540.82,5571.048096
2024-11-28 17:00:00,3541.55,3564.36,3541.55,3553.61,3236.744973
2024-11-28 18:00:00,3553.61,3584.9,3553.14,3578.99,3019.269406
2024-11-28 19:00:00,3578.99,3585.0,3564.72,3575.7,1773.220889
2024-11-28 20:00:00,3575.7,3575.8,3550.1,3556.19,1537.77196
2024-11-28 21:00:00,3556.82,3580.15,3556.82,3571.81,1813.304075
2024-11-28 22:00:00,3571.81,3599.99,3567.75,3592.47,2406.430267
2024-11-28 23:00:00,3592.46,3596.8,3574.0,3578.42,3661.68208
2024-11-29 00:00:00,3578.95,3585.4,3552.23,3558.15,3315.83327
2024-11-29 01:00:00,3558.6,3570.51,3550.18,3565.25,2763.445037
2024-11-29 02:00:00,3565.0,3600.0,3564.28,3600.0,7118.339665
2024-11-29 03:00:00,3599.99,3602.28,3580.0,3583.69,2676.325169
2024-11-29 04:00:00,3583.69,3588.41,3562.68,3578.94,4803.43943
2024-11-29 05:00:00,3578.83,3596.0,3575.8,3577.98,3630.001193
2024-11-29 06:00:00,3577.98,3586.74,3556.23,3561.62,6067.908065
2024-11-29 07:00:00,3561.62,3566.65,3535.0,3544.99,10965.400021
2024-11-29 08:00:00,3544.99,3569.99,3544.98,3569.4,3278.588585
2024-11-29 09:00:00,3569.39,3579.66,3560.83,3567.9,3500.313559
2024-11-29 10:00:00,3567.9,3584.8,3561.62,3584.72,3142.007124
2024-11-29 11:00:00,3584.72,3599.9,3572.34,3594.43,6430.261147
2024-11-29 12:00:00,3594.49,3600.0,3573.66,3586.52,4191.514608
2024-11-29 13:00:00,3586.52,3615.8,3584.13,3610.58,5509.519423
2024-11-29 14:00:00,3610.59,3637.44,3596.29,3633.47,6222.605896
2024-11-29 15:00:00,3633.59,3645.8,3602.18,3613.8,11806.736316
2024-11-29 16:00:00,3613.8,3620.0,3584.61,3596.45,9493.213934
2024-11-29 17:00:00,3596.85,3601.33,3578.28,3583.34,4787.319052
2024-11-29 18:00:00,3583.35,3593.67,3570.01,3573.81,3764.539022
2024-11-29 19:00:00,3573.81,3585.59,3559.12,3583.36,3667.244207
2024-11-29 20:00:00,3583.37,3603.4,3577.15,3592.63,2754.502704
2024-11-29 21:00:00,3592.63,3594.74,3575.15,3591.76,1488.383279
2024-11-29 22:00:00,3591.42,3604.67,3584.62,3595.79,1396.333045
2024-11-29 23:00:00,3595.79,3598.8,3589.3,3591.99,1335.73287
2024-11-30 00:00:00,3592.0,3609.79,3577.4,3590.01,3338.612123
2024-11-30 01:00:00,3590.01,3623.21,3568.01,3600.15,5511.504869
2024-11-30 02:00:00,3600.08,3647.67,3593.75,3625.0,7158.688057
2024-11-30 03:00:00,3625.0,3661.0,3617.58,3657.53,9825.542933
2024-11-30 04:00:00,3657.56,3669.24,3635.0,3651.7,4384.660876
2024-11-30 05:00:00,3651.7,3694.0,3640.0,3693.98,7219.699242
2024-11-30 06:00:00,3693.99,3726.87,3685.22,3695.99,16863.349535
2024-11-30 07:00:00,3695.99,3716.41,3686.04,3702.62,5990.510348
2024-11-30 08:00:00,3702.63,3717.7,3690.01,3693.01,6022.420419
2024-11-30 09:00:00,3693.01,3695.59,3678.54,3692.21,4906.714584
2024-11-30 10:00:00,3692.01,3693.09,3636.68,3641.73,8951.018592
2024-11-30 11:00:00,3641.89,3663.47,3630.97,3653.73,5148.316901
2024-11-30 12:00:00,3653.74,3681.99,3652.4,3681.68,3543.806057
2024-11-30 13:00:00,3681.9,3682.16,3666.0,3667.4,4006.181946
2024-11-30 14:00:00,3667.41,3684.27,3652.17,3655.99,9739.30089
2024-11-30 15:00:00,3656.0,3685.36,3651.57,3674.29,3354.441624
2024-11-30 16:00:00,3674.29,3684.05,3657.21,3675.8,5759.207172
2024-11-30 17:00:00,3675.88,3687.79,3665.41,3676.86,1936.956719
2024-11-30 18:00:00,3676.86,3679.19,3664.05,3671.1,1375.656449
2024-11-30 19:00:00,3671.1,3696.87,3666.01,3689.9,2055.456177
2024-11-30 20:00:00,3689.6,3713.03,3686.9,3712.06,4023.76947
2024-11-30 21:00:00,3712.18,3734.4,3695.04,3720.14,7856.59084
2024-11-30 22:00:00,3720.15,3726.53,3701.09,3708.45,2305.449916
2024-11-30 23:00:00,3708.5,3739.0,3701.67,3703.63,4140.293501
2024-12-01 00:00:00,3703.64,3727.2,3688.0,3688.43,5185.715458
2024-12-01 01:00:00,3688.44,3731.43,3675.05,3709.8,6288.879252
2024-12-01 02:00:00,3709.8,3713.63,3658.63,3663.94,8075.265054
2024-12-01 03:00:00,3664.2,3712.51,3663.03,3707.12,3982.920406
2024-12-01 04:00:00,3707.18,3707.74,3687.64,3702.09,3722.146233
2024-12-01 05:00:00,3702.08,3702.08,3681.8,3682.8,1572.281898
2024-12-01 06:00:00,3682.8,3705.73,3681.21,3699.39,2170.948725
2024-12-01 07:00:00,3699.59,3716.85,3693.33,3701.88,1947.953757
2024-12-01 08:00:00,3701.87,3717.18,3698.76,3707.42,4272.213553
2024-12-01 09:00:00,3707.43,3710.48,3690.61,3700.42,2456.047824
2024-12-01 10:00:00,3700.43,3701.1,3675.11,3682.4,2846.202496
2024-12-01 11:00:00,3682.41,3697.28,3678.92,3692.0,2533.013419
2024-12-01 12:00:00,3692.0,3695.37,3680.13,3682.13,2080.718746
2024-12-01 13:00:00,3682.12,3712.66,3678.45,3701.1,3013.369359
2024-12-01 14:00:00,3701.11,3711.72,3694.2,3705.94,3712.772312
2024-12-01 15:00:00,3706.0,3746.12,3701.0,3728.07,9054.316117
2024-12-01 16:00:00,3728.07,3744.0,3722.69,3725.62,4738.270445
2024-12-01 17:00:00,3725.64,3729.81,3705.47,3722.99,4306.141998
2024-12-01 18:00:00,3722.99,3731.0,3707.87,3711.71,2742.208497
2024-12-01 19:00:00,3711.71,3718.2,3693.4,3707.61,4601.152529
2024-12-01 20:00:00,3707.61,3709.99,3678.78,3690.37,3830.493258
2024-12-01 21:00:00,3690.37,3707.56,3686.21,3706.58,2498.330266
2024-12-01 22:00:00,3706.59,3734.66,3701.6,3721.58,7518.665968
2024-12-01 23:00:00,3721.58,3728.78,3703.01,3707.45,4690.073543
2024-12-02 00:00:00,3707.41,3720.0,3693.0,3701.37,5480.934196
2024-12-02 01:00:00,3701.99,3739.45,3697.69,3732.81,9315.813892
2024-12-02 02:00:00,3732.81,3740.97,3704.0,3740.83,7100.393885
2024-12-02 03:00:00,3740.81,3760.35,3675.0,3685.33,16380.530039
2024-12-02 04:00:00,3685.21,3696.66,3650.0,3690.82,14534.323073
2024-12-02 05:00:00,3690.82,3709.0,3671.8,3676.19,6060.847588
2024-12-02 06:00:00,3676.2,3683.88,3654.44,3680.33,8776.7716
2024-12-02 07:00:00,3680.56,3685.9,3652.59,3666.43,7205.580119
2024-12-02 08:00:00,3666.42,3672.0,3587.31,3602.63,25420.532892
2024-12-02 09:00:00,3602.62,3622.34,3594.4,3621.5,7180.117909
2024-12-02 10:00:00,3621.5,3622.73,3572.11,3578.49,11969.303175
2024-12-02 11:00:00,3578.5,3598.36,3569.4,3589.06,4925.006737
2024-12-02 12:00:00,3589.45,3615.96,3582.61,3595.7,5280.705671
2024-12-02 13:00:00,3595.56,3629.5,3590.41,3626.62,5608.010233
2024-12-02 14:00:00,3626.62,3664.01,3615.19,3640.17,10084.975188
2024-12-02 15:00:00,3640.17,3679.48,3620.6,3671.39,8201.897887
2024-12-02 16:00:00,3671.6,3681.0,3616.76,3625.49,8601.263084
2024-12-02 17:00:00,3626.1,3644.21,3556.33,3567.14,11445.406341
2024-12-02 18:00:00,3567.0,3633.24,3564.61,3622.23,5848.634529
2024-12-02 19:00:00,3622.24,3622.71,3581.76,3612.0,4447.286873
2024-12-02 20:00:00,3612.21,3630.6,3602.09,3614.59,2905.355945
2024-12-02 21:00:00,3614.66,3628.56,3599.65,3615.34,2602.344736
2024-12-02 22:00:00,3616.0,3622.4,3597.99,3614.99,1977.540523
2024-12-02 23:00:00,3614.68,3644.84,3612.0,3643.79,4203.822028
2024-12-03 00:00:00,3643.8,3647.11,3621.32,3637.28,5011.413381
2024-12-03 01:00:00,3637.29,3653.48,3617.47,3618.9,4134.20547
2024-12-03 02:00:00,3618.89,3658.09,3607.83,3644.26,6329.102285
2024-12-03 03:00:00,3644.27,3656.8,3635.82,3639.74,3211.740282
2024-12-03 04:00:00,3639.75,3655.39,3635.21,3644.23,2483.763894
2024-12-03 05:00:00,3644.24,3664.7,3640.2,3654.82,5017.45888
2024-12-03 06:00:00,3654.83,3670.4,3626.47,3633.81,8540.99398
2024-12-03 07:00:00,3633.82,3641.11,3600.01,3616.42,7616.434296
2024-12-03 08:00:00,3616.43,3634.4,3600.16,3613.86,6173.353566
2024-12-03 09:00:00,3613.86,3615.22,3595.81,3610.03,4570.21046
2024-12-03 10:00:00,3609.99,3618.51,3585.4,3594.26,4906.430958
2024-12-03 11:00:00,3594.38,3614.36,3591.28,3613.36,6087.159476
2024-12-03 12:00:00,3613.37,3617.56,3597.71,3604.83,5158.138106
2024-12-03 13:00:00,3604.84,3608.92,3537.73,3545.21,17465.422589
2024-12-03 14:00:00,3545.2,3585.6,3500.22,3580.01,25126.023279
2024-12-03 15:00:00,3579.64,3597.54,3557.51,3571.47,12130.428382
2024-12-03 16:00:00,3571.47,3594.28,3542.03,3551.47,8427.697443
2024-12-03 17:00:00,3551.58,3578.23,3538.29,3578.23,4425.35022
2024-12-03 18:00:00,3578.23,3583.59,3566.0,3578.35,4424.11952
2024-12-03 19:00:00,3578.36,3580.0,3550.1,3577.07,3402.169401
2024-12-03 20:00:00,3577.36,3609.78,3574.72,3606.51,4167.458355
2024-12-03 21:00:00,3606.49,3628.42,3603.58,3612.37,5836.230109
2024-12-03 22:00:00,3612.6,3633.11,3596.0,3632.59,2962.445331
2024-12-03 23:00:00,3632.59,3633.84,3611.84,3614.65,6489.928177
2024-12-04 00:00:00,3614.66,3695.0,3614.37,3692.79,13891.881455
2024-12-04 01:00:00,3692.8,3706.6,3673.93,3685.8,19170.396605
2024-12-04 02:00:00,3685.49,3687.54,3629.76,3648.41,11463.998543
2024-12-04 03:00:00,3648.42,3676.3,3648.41,3661.85,4453.387823
2024-12-04 04:00:00,3661.85,3674.99,3658.49,3669.68,4091.371968
2024-12-04 05:00:00,3669.7,3686.99,3669.25,3682.39,4255.266579
2024-12-04 06:00:00,3682.42,3696.28,3664.27,3694.7,5852.856475
2024-12-04 07:00:00,3694.7,3721.77,3682.41,3714.93,10935.998484
2024-12-04 08:00:00,3714.94,3719.99,3697.21,3702.54,7091.598962
2024-12-04 09:00:00,3702.61,3731.41,3697.0,3725.84,8403.008094
2024-12-04 10:00:00,3726.07,3741.82,3710.84,3721.57,8526.659518
2024-12-04 11:00:00,3721.58,3750.99,3716.92,3727.91,8475.869723
2024-12-04 12:00:00,3727.9,3743.29,3697.11,3717.38,9331.692518
2024-12-04 13:00:00,3717.38,3735.7,3690.0,3707.8,7577.701853
2024-12-04 14:00:00,3708.36,3794.91,3693.01,3778.82,17824.379403
2024-12-04 15:00:00,3778.73,3854.2,3764.0,3821.08,35075.648375
2024-12-04 16:00:00,3821.09,3829.8,3734.2,3756.25,29438.648391
2024-12-04 17:00:00,3756.59,3819.99,3755.0,3811.24,12608.187192
2024-12-04 18:00:00,3811.54,3839.21,3794.54,3823.22,9465.052245
2024-12-04 19:00:00,3823.22,3844.16,3817.21,3841.37,4818.314284
2024-12-04 20:00:00,3841.75,3888.4,3830.2,3879.2,23017.31401
2024-12-04 21:00:00,3879.99,3887.44,3833.0,3837.97,8443.152295
2024-12-04 22:00:00,3837.81,3871.06,3833.33,3841.61,3976.702717
2024-12-04 23:00:00,3841.6,3860.0,3821.76,3837.55,7160.426526
2024-12-05 00:00:00,3837.56,3839.66,3795.98,3796.0,7396.176487
2024-12-05 01:00:00,3795.99,3826.13,3766.12,3800.59,11495.300248
2024-12-05 02:00:00,3800.81,3879.96,3797.43,3855.47,18541.028395
2024-12-05 03:00:00,3856.4,3904.44,3818.18,3832.58,31223.21317
2024-12-05 04:00:00,3832.59,3879.88,3830.28,3855.99,13948.097513
2024-12-05 05:00:00,3856.0,3869.99,3823.0,3846.7,7197.759213
2024-12-05 06:00:00,3847.23,3863.52,3819.33,3850.21,6641.279058
2024-12-05 07:00:00,3850.22,3867.05,3842.93,3850.57,6674.454043
2024-12-05 08:00:00,3850.74,3923.63,3850.45,3907.87,20262.504397
2024-12-05 09:00:00,3908.08,3922.2,3900.2,3920.99,10457.292415
2024-12-05 10:00:00,3920.82,3935.26,3908.61,3915.88,8142.874063
2024-12-05 11:00:00,3915.85,3944.0,3909.31,3931.0,6051.924762
2024-12-05 12:00:00,3931.01,3940.11,3918.14,3925.19,6339.773744
2024-12-05 13:00:00,3925.13,3937.15,3914.0,3917.76,5418.888371
2024-12-05 14:00:00,3917.87,3956.32,3902.58,3927.66,8786.360719
2024-12-05 15:00:00,3927.66,3929.99,3860.28,3888.0,15246.759597
2024-12-05 16:00:00,3888.01,3921.0,3870.0,3901.21,8239.779566
2024-12-05 17:00:00,3901.41,3926.0,3893.34,3918.2,5115.234541
2024-12-05 18:00:00,3918.21,3923.62,3866.61,3869.61,5811.461252
2024-12-05 19:00:00,3869.61,3887.57,3820.0,3831.15,9544.712387
2024-12-05 20:00:00,3831.01,3846.74,3786.0,3825.6,13156.192843
2024-12-05 21:00:00,3825.59,3858.29,3820.06,3855.05,5640.140764
2024-12-05 22:00:00,3854.81,3861.76,3650.0,3803.47,45724.610053
2024-12-05 23:00:00,3803.97,3819.92,3764.2,3785.63,20858.102746
2024-12-06 00:00:00,3785.62,3883.04,3778.1,3862.59,16326.546185
2024-12-06 01:00:00,3862.45,3888.24,3838.47,3869.41,8808.139174
2024-12-06 02:00:00,3869.22,3877.4,3850.1,3877.2,4262.56183
2024-12-06 03:00:00,3877.2,3914.05,3850.4,3907.21,8692.478648
2024-12-06 04:00:00,3907.38,3914.97,3889.22,3903.18,4943.63025
2024-12-06 05:00:00,3902.91,3903.65,3873.86,3889.49,5532.772227
2024-12-06 06:00:00,3889.48,3929.9,3888.61,3907.01,6148.37517
2024-12-06 07:00:00,3907.01,3908.0,3885.36,3894.15,6518.915531
